,date,symbol,close
0,2000-01-03,WEGE3.SA,0.1686390042304992
1,2000-01-04,WEGE3.SA,0.1627209931612014
2,2000-01-05,WEGE3.SA,0.1627209931612014
3,2000-01-06,WEGE3.SA,0.1479279994964599
4,2000-01-07,WEGE3.SA,0.1479279994964599
5,2000-01-10,WEGE3.SA,0.1479279994964599
6,2000-01-11,WEGE3.SA,0.1479279994964599
7,2000-01-12,WEGE3.SA,0.1508869975805282
8,2000-01-13,WEGE3.SA,0.1538459956645965
9,2000-01-14,WEGE3.SA,0.1627209931612014
10,2000-01-17,WEGE3.SA,0.1568039953708648
11,2000-01-18,WEGE3.SA,0.1479279994964599
12,2000-01-19,WEGE3.SA,0.158283993601799
13,2000-01-20,WEGE3.SA,0.1597629934549331
14,2000-01-21,WEGE3.SA,0.1553249955177307
15,2000-01-24,WEGE3.SA,0.1523659974336624
16,2000-01-25,WEGE3.SA,0.1523659974336624
17,2000-01-26,WEGE3.SA,0.1627209931612014
18,2000-01-27,WEGE3.SA,0.1642010062932968
19,2000-01-28,WEGE3.SA,0.1656800061464309
20,2000-01-31,WEGE3.SA,0.1627209931612014
21,2000-02-01,WEGE3.SA,0.1656800061464309
22,2000-02-02,WEGE3.SA,0.1656800061464309
23,2000-02-03,WEGE3.SA,0.1656800061464309
24,2000-02-04,WEGE3.SA,0.1656800061464309
25,2000-02-07,WEGE3.SA,0.1656800061464309
26,2000-02-08,WEGE3.SA,0.1656800061464309
27,2000-02-09,WEGE3.SA,0.1656800061464309
28,2000-02-10,WEGE3.SA,0.1627209931612014
29,2000-02-11,WEGE3.SA,0.1671590059995651
30,2000-02-14,WEGE3.SA,0.1671590059995651
31,2000-02-15,WEGE3.SA,0.1479279994964599
32,2000-02-16,WEGE3.SA,0.1479279994964599
33,2000-02-17,WEGE3.SA,0.1479279994964599
34,2000-02-18,WEGE3.SA,0.1479279994964599
35,2000-02-21,WEGE3.SA,0.1479279994964599
36,2000-02-22,WEGE3.SA,0.1479279994964599
37,2000-02-23,WEGE3.SA,0.1479279994964599
38,2000-02-24,WEGE3.SA,0.1479279994964599
39,2000-02-25,WEGE3.SA,0.1479279994964599
40,2000-02-28,WEGE3.SA,0.1479279994964599
41,2000-02-29,WEGE3.SA,0.1479279994964599
42,2000-03-01,WEGE3.SA,0.1479279994964599
43,2000-03-02,WEGE3.SA,0.1479279994964599
44,2000-03-03,WEGE3.SA,0.1479279994964599
45,2000-03-06,WEGE3.SA,0.1479279994964599
46,2000-03-07,WEGE3.SA,0.1479279994964599
47,2000-03-08,WEGE3.SA,0.1479279994964599
48,2000-03-09,WEGE3.SA,0.1479279994964599
49,2000-03-10,WEGE3.SA,0.1479279994964599
50,2000-03-13,WEGE3.SA,0.1479279994964599
51,2000-03-14,WEGE3.SA,0.1479279994964599
52,2000-03-15,WEGE3.SA,0.1479279994964599
53,2000-03-16,WEGE3.SA,0.1479279994964599
54,2000-03-17,WEGE3.SA,0.1479279994964599
55,2000-03-20,WEGE3.SA,0.1479279994964599
56,2000-03-21,WEGE3.SA,0.1479279994964599
57,2000-03-22,WEGE3.SA,0.1479279994964599
58,2000-03-23,WEGE3.SA,0.1479279994964599
59,2000-03-24,WEGE3.SA,0.1479279994964599
60,2000-03-27,WEGE3.SA,0.1479279994964599
61,2000-03-28,WEGE3.SA,0.1479279994964599
62,2000-03-29,WEGE3.SA,0.1479279994964599
63,2000-03-30,WEGE3.SA,0.1479279994964599
